roi_n,roi_pack_median,roi_density_median,frac_dcis,frac_pr,frac_other,dcis_mean_ESR1,dcis_mean_ERBB2,dcis_total,pr_mean_PGR,pr_total,other_total,obs_triple_rate_among_dcis,obs_n_triple,obs_n_dcis_section,obs_triple_rate_among_dcis_t1,obs_n_triple_t1,obs_n_dcis_t1,obs_triple_rate_among_dcis_t2,obs_n_triple_t2,obs_n_dcis_t2,obs_triple_rate_among_dcis_t3,obs_n_triple_t3,obs_n_dcis_t3
2326,7103.228085959063,194.0,0.15262252794496992,0.02708512467755804,0.820292347377472,3.4225351810455322,24.383098602294922,276.0,2.5238094329833984,192.0,182.0,0.018543492919757248,165,8898,0.042375950742484604,1053,24849,0.018543492919757248,165,8898,0.015251055842327546,65,4262
