leakage_point,leakage_ci_lo,leakage_ci_hi,n_boot,sigma_point_um,sigma_stat_ci_lo_um,sigma_stat_ci_hi_um,sigma_design_lo_um,sigma_design_hi_um,sigma_combined_lo_um,sigma_combined_hi_um,dense_packing,sparse_packing,oracle_res_cell,oracle_grid_max,oracle_dense_at_point,oracle_dense_at_stat_ci_lo,oracle_dense_at_stat_ci_hi,oracle_dense_at_combined_lo,oracle_dense_at_combined_hi,naive_dense_at_combined_lo,naive_dense_at_combined_hi,oracle_sparse_at_point,oracle_sparse_at_combined_lo,oracle_sparse_at_combined_hi,merfish_pinned_sigma_um,seed
0.06790681928396225,0.033958287350833415,0.1098776146769523,2000,1.6085381364426543,0.7924290857373385,2.5339419686930893,0.1983896242827748,2.4815005272276434,0.1983896242827748,2.5339419686930893,13625.0,2575.0,24.0,1500,0.7871518522810678,0.8912600496461783,0.6753781494677106,0.9718197573656846,0.6719979955317061,0.9607798960138648,0.5595598521704633,0.9045604223771593,0.9846233497281905,0.8486072010668247,2.67,20670618
