packing_idx,sigma_idx,density_idx,packing_cells_per_mm2,sigma_um,mean_tx_per_cell,field_seed,transcript_seed,n_cells,n_interior_cells,grid,dx_um,r_mean_um,L_um,n_interior_transcripts,oracle_acc,naive_acc,oracle_minus_naive,oracle_ge_naive,assign_ari_vs_truecells_oracle,assign_ari_vs_truecells_naive,same_type_error_frac_oracle,same_type_error_frac_naive,profile_ari_vs_truetype,profile_ari_vs_trueclust,perfect_ari_vs_truetype,naive_profile_ari_vs_truetype,n_cells_clustered,realized_median_tx_per_cell,realized_packing_cells_per_mm2
2,1,4,5700.0,1.0,500.0,20263652,20268697,400,335,213,1.2436923540516844,7.4728735892805505,264.9064714130088,167732,0.9000011923783178,0.8682243102091431,0.031776882169174625,True,0.8170377307512832,0.7632435779102548,0.4156084182913015,0.3071528751753156,1.0,1.0,1.0,1.0,335,502.0,5699.999999999999
2,2,0,5700.0,2.0,50.0,20263669,20264678,400,325,213,1.2436923540516844,7.4728735892805505,264.9064714130088,16368,0.8161045943304008,0.7556818181818182,0.0604227761485826,True,0.6832079310911537,0.5954451647813229,0.3920265780730897,0.28182045511377846,1.0,1.0,1.0,1.0,325,50.0,5699.999999999999
2,2,1,5700.0,2.0,90.0,20263669,20265687,400,325,213,1.2436923540516844,7.4728735892805505,264.9064714130088,29237,0.8148920887915997,0.752847419365872,0.06204466942572773,True,0.6793151581144141,0.589901214809703,0.3946784922394678,0.2805148076390811,1.0,1.0,1.0,1.0,325,90.0,5699.999999999999
2,2,2,5700.0,2.0,160.0,20263669,20266696,400,325,213,1.2436923540516844,7.4728735892805505,264.9064714130088,51791,0.815006468305304,0.7551698171496978,0.05983665115560621,True,0.6787442366289562,0.5915859712158908,0.3879553282538357,0.2809148264984227,1.0,1.0,1.0,1.0,325,159.0,5699.999999999999
2,2,3,5700.0,2.0,280.0,20263669,20267705,400,325,213,1.2436923540516844,7.4728735892805505,264.9064714130088,90552,0.8165694849368319,0.7571671525753159,0.05940233236151604,True,0.6813033828254759,0.5942324297511521,0.38494882600842867,0.28073127472827325,1.0,1.0,1.0,1.0,325,278.0,5699.999999999999
2,2,4,5700.0,2.0,500.0,20263669,20268714,400,325,213,1.2436923540516844,7.4728735892805505,264.9064714130088,162272,0.8151128968645238,0.7554784559258529,0.059634440938670874,True,0.679144989073475,0.5925103898414575,0.3899073395106993,0.2793921217772625,1.0,1.0,1.0,1.0,325,498.0,5699.999999999999
2,3,0,5700.0,4.0,50.0,20263686,20264695,400,288,213,1.2436923540516844,7.4728735892805505,264.9064714130088,14338,0.6493932208118287,0.5557260426837773,0.09366717812805136,True,0.4570267214666551,0.3586952224754983,0.4660831509846827,0.3263736263736264,1.0,1.0,1.0,0.8988567009598027,288,50.0,5699.999999999999
2,3,1,5700.0,4.0,90.0,20263686,20265704,400,288,213,1.2436923540516844,7.4728735892805505,264.9064714130088,26018,0.6525098009070643,0.5570758705511569,0.09543393035590741,True,0.4613736868170419,0.35870357501865335,0.4495077978099768,0.3095279416869143,1.0,1.0,1.0,0.9882337543097997,288,90.0,5699.999999999999
2,3,2,5700.0,4.0,160.0,20263686,20266713,400,288,213,1.2436923540516844,7.4728735892805505,264.9064714130088,46294,0.6512507020348209,0.5544563010325312,0.09679440100228975,True,0.45903218455130856,0.35735652444087956,0.4639826571694023,0.3208571705614273,1.0,1.0,1.0,0.9919256432358556,288,160.0,5699.999999999999
2,3,3,5700.0,4.0,280.0,20263686,20267722,400,288,213,1.2436923540516844,7.4728735892805505,264.9064714130088,81008,0.6504172427414576,0.5565623148331029,0.0938549279083547,True,0.4583900339842671,0.3591902881985344,0.459444189413468,0.3238683814932353,1.0,1.0,1.0,1.0,288,281.0,5699.999999999999
2,3,4,5700.0,4.0,500.0,20263686,20268731,400,288,213,1.2436923540516844,7.4728735892805505,264.9064714130088,144054,0.6500548405459063,0.5549863245727297,0.09506851597317667,True,0.4572170738633817,0.3575038114913741,0.4530955545416675,0.318628521511247,1.0,1.0,1.0,1.0,288,499.5,5699.999999999999
2,4,0,5700.0,8.0,50.0,20263703,20264712,400,231,213,1.2436923540516844,7.4728735892805505,264.9064714130088,11628,0.4197626418988648,0.28740970072239425,0.13235294117647056,True,0.22953157846033723,0.1556833088906226,0.4934044760634356,0.27238715906348054,1.0,1.0,1.0,0.27156037889318724,231,50.0,5699.999999999999
2,4,1,5700.0,8.0,90.0,20263703,20265721,400,231,213,1.2436923540516844,7.4728735892805505,264.9064714130088,20862,0.42421627840092035,0.2804141501294219,0.14380212827149846,True,0.2344619500026512,0.1512894009531969,0.4940892440892441,0.2632560618172129,1.0,1.0,1.0,0.2559098357732977,231,91.0,5699.999999999999
2,4,2,5700.0,8.0,160.0,20263703,20266730,400,231,213,1.2436923540516844,7.4728735892805505,264.9064714130088,36996,0.4321818574981079,0.28719321007676507,0.14498864742134282,True,0.23944027864491405,0.1556289062122464,0.48117294235254915,0.25304311554358955,1.0,1.0,1.0,0.37379088645151454,231,160.0,5699.999999999999
2,4,3,5700.0,8.0,280.0,20263703,20267739,400,231,213,1.2436923540516844,7.4728735892805505,264.9064714130088,64558,0.42761547755506674,0.2827070231419809,0.14490845441308586,True,0.23650785093805288,0.15351349536759204,0.4898516995020567,0.26101885244131556,1.0,1.0,1.0,0.4317738267479369,231,281.0,5699.999999999999
