dataset,n_types,n_markers,median_nn_um,pin_packing_cells_per_mm2,pin_density_tx_per_cell,real_spatial_leakage_mean,real_literal_leakage_mean,synthetic_baseline_leakage_sigma0,xenium_pinned_sigma_um,sigma_fit_status,merfish_pinned_sigma_um,dense_packing_cells_per_mm2,oracle_acc_dense_at_pinned,naive_acc_dense_at_pinned,sparse_packing_cells_per_mm2,oracle_acc_sparse_at_pinned,naive_acc_sparse_at_pinned,seed
xenium_breast_rep1,14,8,9.4308822784353,6534.205806862039,164.0,0.06790682149585336,0.4081633761525154,0.011548324293831387,1.6085381856158802,ok,2.67,13625.0,0.7826265550426414,0.7001603943353415,2575.0,0.8980024430552561,0.8622009053675361,20660618
