packing_idx,sigma_idx,density_idx,packing_cells_per_mm2,sigma_um,mean_tx_per_cell,field_seed,transcript_seed,model,n_cells,n_interior_cells,grid,dx_um,r_mean_um,L_um,n_interior_transcripts,oracle_acc,naive_acc,oracle_minus_naive,oracle_ge_naive,assign_ari_vs_truecells_oracle,assign_ari_vs_truecells_naive,same_type_error_frac_oracle,same_type_error_frac_naive,profile_ari_vs_truetype,profile_ari_vs_trueclust,perfect_ari_vs_truetype,naive_profile_ari_vs_truetype,n_cells_clustered,realized_median_tx_per_cell,realized_packing_cells_per_mm2
0,2,4,2000.0,2.0,500.0,20361669,20366714,realistic_merfish_cellclass_native,400,335,213,2.099594345070225,12.6156626101008,447.21359549995793,168046,0.8872332575604299,0.8506599383502136,0.03657331921021634,True,0.7952422724699498,0.7342259506072893,0.3386807387862797,0.24597545425565828,1.0,1.0,1.0,1.0,335,502.0,2000.0000000000002
0,3,0,2000.0,4.0,50.0,20361686,20362695,realistic_merfish_cellclass_native,400,315,213,2.099594345070225,12.6156626101008,447.21359549995793,15860,0.7925598991172762,0.7271752837326608,0.06538461538461537,True,0.6493619924817304,0.5549427631541594,0.3832826747720365,0.27709729604807026,0.734524883760847,0.7706172728523852,0.7016321083805167,0.623810254714125,315,50.0,2000.0000000000002
0,3,1,2000.0,4.0,90.0,20361686,20363704,realistic_merfish_cellclass_native,400,315,213,2.099594345070225,12.6156626101008,447.21359549995793,28436,0.7892108594739063,0.718666479110986,0.07054438036292032,True,0.6433169104570323,0.5427859768227031,0.3730397063730397,0.269875,0.9883301593589188,0.728664991117487,0.7332029870788258,0.6615195940877353,315,90.0,2000.0000000000002
0,3,2,2000.0,4.0,160.0,20361686,20364713,realistic_merfish_cellclass_native,400,315,213,2.099594345070225,12.6156626101008,447.21359549995793,50837,0.7856482483230718,0.7187088144461711,0.06693943387690071,True,0.6373131746260122,0.5439035277331354,0.37166192530054143,0.27174825174825173,1.0,1.0,1.0,0.9579103978633946,315,161.0,2000.0000000000002
0,3,3,2000.0,4.0,280.0,20361686,20365722,realistic_merfish_cellclass_native,400,315,213,2.099594345070225,12.6156626101008,447.21359549995793,87947,0.7858028130578644,0.7189216232503667,0.06688118980749769,True,0.6373604395793585,0.5438374868282924,0.36553774286017626,0.2665453074433657,1.0,1.0,1.0,0.9893355332541867,315,278.0,2000.0000000000002
0,3,4,2000.0,4.0,500.0,20361686,20366731,realistic_merfish_cellclass_native,400,315,213,2.099594345070225,12.6156626101008,447.21359549995793,157887,0.7859988472768499,0.7209966621697796,0.06500218510707023,True,0.6377653011819723,0.5463156428795124,0.367260565881378,0.269029079930081,1.0,1.0,1.0,1.0,315,502.0,2000.0000000000002
0,4,0,2000.0,8.0,50.0,20361703,20362712,realistic_merfish_cellclass_native,400,273,213,2.099594345070225,12.6156626101008,447.21359549995793,13709,0.6036180611277263,0.47902837551973154,0.12458968560799477,True,0.4097117922870124,0.29187932955915014,0.35572322414427676,0.2356482777933352,0.9837527075600642,0.9336685289123388,0.9495531508502124,0.34771424584496524,273,50.0,2000.0000000000002
0,4,1,2000.0,8.0,90.0,20361703,20363721,realistic_merfish_cellclass_native,400,273,213,2.099594345070225,12.6156626101008,447.21359549995793,24623,0.6112171546927669,0.49063883361085164,0.1205783210819153,True,0.416594008428695,0.2996380109149976,0.3500470072077719,0.22548237920586828,1.0,0.9872168579989058,0.9872168579989058,0.6074226217565273,273,90.0,2000.0000000000002
0,4,2,2000.0,8.0,160.0,20361703,20364730,realistic_merfish_cellclass_native,400,273,213,2.099594345070225,12.6156626101008,447.21359549995793,43546,0.6113535112295044,0.4870481789372158,0.12430533229228863,True,0.4168565279806228,0.2974638867682991,0.35423067832663674,0.23221560639298025,1.0,1.0,1.0,0.5522909572777767,273,160.0,2000.0000000000002
0,4,3,2000.0,8.0,280.0,20361703,20365739,realistic_merfish_cellclass_native,400,273,213,2.099594345070225,12.6156626101008,447.21359549995793,76567,0.6101976047122128,0.4849870048454295,0.12521059986678335,True,0.4158735009798078,0.2968056773605351,0.35281109696441737,0.2295792863845003,1.0,1.0,1.0,0.6309233279998062,273,281.0,2000.0000000000002
0,4,4,2000.0,8.0,500.0,20361703,20366748,realistic_merfish_cellclass_native,400,273,213,2.099594345070225,12.6156626101008,447.21359549995793,136573,0.6124563420295374,0.4896136132324837,0.12284272879705366,True,0.4180786644880352,0.2998826476624623,0.3515341596130592,0.2296248475719102,1.0,1.0,1.0,0.8230619007557769,273,499.0,2000.0000000000002
1,0,0,3400.0,0.5,50.0,20362635,20363644,realistic_merfish_cellclass_native,400,352,213,1.6103153534507872,9.67577153305815,342.99717028501766,17548,0.9448370184636425,0.9326988830635969,0.012138135400045602,True,0.8955380043327424,0.8739350231289061,0.2830578512396694,0.26333615580016934,0.6673461985817377,0.6749622240823043,0.7048482352330113,0.666564556586979,352,50.0,3400.0000000000005
1,0,1,3400.0,0.5,90.0,20362635,20364653,realistic_merfish_cellclass_native,400,352,213,1.6103153534507872,9.67577153305815,342.99717028501766,31393,0.9440002548338802,0.9315452489408467,0.0124550058930335,True,0.8941575250166383,0.8717864014168498,0.2696245733788396,0.26384364820846906,0.7032942380525771,0.8027207904227734,0.6824676554905075,0.7222172306621366,352,88.5,3400.0000000000005
1,0,2,3400.0,0.5,160.0,20362635,20365662,realistic_merfish_cellclass_native,400,352,213,1.6103153534507872,9.67577153305815,342.99717028501766,56690,0.945704709825366,0.9326865408361263,0.013018168989239687,True,0.8967088442877349,0.8733160376834863,0.24593892137751786,0.24816561844863733,0.7165162780385534,0.8359846162710132,0.7151337994367142,0.7122588730630183,352,162.0,3400.0000000000005
1,0,3,3400.0,0.5,280.0,20362635,20366671,realistic_merfish_cellclass_native,400,352,213,1.6103153534507872,9.67577153305815,342.99717028501766,98882,0.9464513258226978,0.9349224327986894,0.011528893024008391,True,0.8985239687600917,0.8778083309127952,0.2651558073654391,0.2543900543900544,0.736294343078071,0.8819767580321772,0.730204261747055,0.733969026779183,352,281.5,3400.0000000000005
1,0,4,3400.0,0.5,500.0,20362635,20367680,realistic_merfish_cellclass_native,400,352,213,1.6103153534507872,9.67577153305815,342.99717028501766,175913,0.9451149147590002,0.9326826328923957,0.0124322818666045,True,0.8961810639686147,0.8737442085574162,0.262143966856551,0.2543489275460226,1.0,1.0,1.0,1.0,352,500.0,3400.0000000000005
1,1,0,3400.0,1.0,50.0,20362652,20363661,realistic_merfish_cellclass_native,400,348,213,1.6103153534507872,9.67577153305815,342.99717028501766,17378,0.9172516975486247,0.8943491771204972,0.02290252042812746,True,0.8471289005329846,0.80781552248301,0.38247566063977745,0.2908496732026144,0.690246247171826,0.7273862369809397,0.6868356846379948,0.6475184982782892,348,50.0,3400.0000000000005
1,1,1,3400.0,1.0,90.0,20362652,20364670,realistic_merfish_cellclass_native,400,348,213,1.6103153534507872,9.67577153305815,342.99717028501766,31361,0.9179554223398488,0.8923822582188068,0.025573164121042047,True,0.8475253502201052,0.8035807815471977,0.36027982899339295,0.2942222222222222,0.7062076813386085,0.6959105239595021,0.9806903913007505,0.9711178494299969,348,90.0,3400.0000000000005
1,1,2,3400.0,1.0,160.0,20362652,20365679,realistic_merfish_cellclass_native,400,348,213,1.6103153534507872,9.67577153305815,342.99717028501766,55677,0.9194999730588933,0.8921278086103777,0.027372164448515646,True,0.8508032645372542,0.8037574322243871,0.3639000446229362,0.2902097902097902,1.0,1.0,1.0,1.0,348,160.0,3400.0000000000005
1,1,3,3400.0,1.0,280.0,20362652,20366688,realistic_merfish_cellclass_native,400,348,213,1.6103153534507872,9.67577153305815,342.99717028501766,97676,0.9194786846308203,0.8936279126909373,0.025850771939882944,True,0.8510222262535725,0.8061357030717388,0.3632549268912905,0.283060635226179,1.0,1.0,1.0,1.0,348,280.0,3400.0000000000005
1,1,4,3400.0,1.0,500.0,20362652,20367697,realistic_merfish_cellclass_native,400,348,213,1.6103153534507872,9.67577153305815,342.99717028501766,173863,0.918872905678609,0.8936518983337456,0.025221007344863433,True,0.8494229247225473,0.806279622046836,0.37043601559730593,0.288967009194159,1.0,1.0,1.0,1.0,348,498.0,3400.0000000000005
1,2,0,3400.0,2.0,50.0,20362669,20363678,realistic_merfish_cellclass_native,400,330,213,1.6103153534507872,9.67577153305815,342.99717028501766,16380,0.8557997557997558,0.8103174603174603,0.04548229548229543,True,0.7433779437063829,0.6715913577049284,0.29974597798475866,0.21596395236562602,0.9892654741966239,0.9575740828464656,0.9679798599583102,0.8550970620978939,330,50.0,3400.0000000000005
1,2,1,3400.0,2.0,90.0,20362669,20364687,realistic_merfish_cellclass_native,400,330,213,1.6103153534507872,9.67577153305815,342.99717028501766,29455,0.8603972160923442,0.8105584790358173,0.04983873705652686,True,0.7518097621920937,0.6719883398425326,0.29401750972762647,0.20842293906810036,1.0,0.9892406076609749,0.9892406076609749,0.7768892342821835,330,89.0,3400.0000000000005
1,2,2,3400.0,2.0,160.0,20362669,20365696,realistic_merfish_cellclass_native,400,330,213,1.6103153534507872,9.67577153305815,342.99717028501766,53041,0.8597122980335966,0.8101091608378425,0.049603137195754154,True,0.74990476132532,0.6715384032069912,0.2984813869103615,0.21435663224781573,1.0,1.0,1.0,0.9892406076609749,330,160.0,3400.0000000000005
1,2,3,3400.0,2.0,280.0,20362669,20366705,realistic_merfish_cellclass_native,400,330,213,1.6103153534507872,9.67577153305815,342.99717028501766,92062,0.8583020138602246,0.8101822684712476,0.04811974538897701,True,0.7476732918118986,0.6718798317206303,0.2886929858183212,0.20909871244635192,1.0,1.0,1.0,1.0,330,280.0,3400.0000000000005
1,2,4,3400.0,2.0,500.0,20362669,20367714,realistic_merfish_cellclass_native,400,330,213,1.6103153534507872,9.67577153305815,342.99717028501766,164992,0.8584476823118696,0.8095422808378588,0.04890540147401079,True,0.7481589754199216,0.6710362139633007,0.30002140869192895,0.21544042769857433,1.0,1.0,1.0,1.0,330,499.5,3400.0000000000005
1,3,0,3400.0,4.0,50.0,20362686,20363695,realistic_merfish_cellclass_native,400,309,213,1.6103153534507872,9.67577153305815,342.99717028501766,15567,0.7220402132716645,0.6361534014260937,0.08588681184557079,True,0.5488147365846245,0.44266643455068994,0.37785994915645943,0.2756002824858757,0.7032830024371239,0.5856431736083256,0.596871658259163,0.45864282034602993,309,50.0,3400.0000000000005
1,3,1,3400.0,4.0,90.0,20362686,20364704,realistic_merfish_cellclass_native,400,309,213,1.6103153534507872,9.67577153305815,342.99717028501766,27973,0.7236978514996604,0.6409752261108926,0.08272262538876773,True,0.5511423459121937,0.44765721278369675,0.38232630353215163,0.27909987055660657,0.7378962132806391,0.7148902525257342,0.7341239277800254,0.5938949007379895,309,90.0,3400.0000000000005
1,3,2,3400.0,4.0,160.0,20362686,20365713,realistic_merfish_cellclass_native,400,309,213,1.6103153534507872,9.67577153305815,342.99717028501766,49066,0.7241878286389761,0.6385480780988873,0.08563975054008888,True,0.5532009036275845,0.44602236063014233,0.380107884430651,0.2718353538201297,0.9888753265298758,0.9888753265298758,1.0,0.938235253926302,309,157.0,3400.0000000000005
1,3,3,3400.0,4.0,280.0,20362686,20366722,realistic_merfish_cellclass_native,400,309,213,1.6103153534507872,9.67577153305815,342.99717028501766,86735,0.7233757998501181,0.6385772756096155,0.0847985242405026,True,0.5510321726982227,0.4460079895442672,0.3747342975034385,0.27315937220875336,1.0,1.0,1.0,1.0,309,281.0,3400.0000000000005
1,3,4,3400.0,4.0,500.0,20362686,20367731,realistic_merfish_cellclass_native,400,309,213,1.6103153534507872,9.67577153305815,342.99717028501766,154450,0.7211783748786015,0.6373000971188086,0.08387827775979284,True,0.548182538587463,0.44452084167619155,0.3766487088983838,0.2727824488120102,1.0,1.0,1.0,1.0,309,500.0,3400.0000000000005
1,4,0,3400.0,8.0,50.0,20362703,20363712,realistic_merfish_cellclass_native,400,256,213,1.6103153534507872,9.67577153305815,342.99717028501766,13062,0.5195988363190935,0.37811973664063697,0.14147909967845657,True,0.322344960508507,0.2144969250102501,0.3711553784860558,0.23131847839468178,0.7802661355846818,0.7290008915233329,0.7977908372604338,0.2990013854818483,256,51.0,3400.0000000000005
1,4,1,3400.0,8.0,90.0,20362703,20364721,realistic_merfish_cellclass_native,400,256,213,1.6103153534507872,9.67577153305815,342.99717028501766,23182,0.5166508497972565,0.3773186092658097,0.13933224053144683,True,0.3192068534947743,0.21402917159628815,0.36251673360107095,0.22480083131278145,1.0,0.7905231514963579,0.7905231514963579,0.28345943628028863,256,90.0,3400.0000000000005
1,4,2,3400.0,8.0,160.0,20362703,20365730,realistic_merfish_cellclass_native,400,256,213,1.6103153534507872,9.67577153305815,342.99717028501766,40391,0.521551830853408,0.3832784531207447,0.13827337773266324,True,0.3227198117503641,0.21708757548612487,0.3644501940491591,0.22480931352870334,1.0,1.0,1.0,0.41311750062372427,256,157.0,3400.0000000000005
1,4,3,3400.0,8.0,280.0,20362703,20366739,realistic_merfish_cellclass_native,400,256,213,1.6103153534507872,9.67577153305815,342.99717028501766,71913,0.5187935421968212,0.382629010053815,0.13616453214300617,True,0.3220335911200963,0.2174085206925032,0.360670423349227,0.22656936279478343,1.0,1.0,1.0,0.49092370366026533,256,281.5,3400.0000000000005
1,4,4,3400.0,8.0,500.0,20362703,20367748,realistic_merfish_cellclass_native,400,256,213,1.6103153534507872,9.67577153305815,342.99717028501766,127754,0.5213848490066847,0.38057516790080936,0.14080968110587533,True,0.323731821944555,0.21589586540950864,0.36315316052007524,0.22359542042611266,1.0,1.0,1.0,0.5181663438772499,256,497.0,3400.0000000000005
2,0,0,5700.0,0.5,50.0,20363635,20364644,realistic_merfish_cellclass_native,400,344,213,1.2436923540516844,7.4728735892805505,264.9064714130088,17212,0.9417267023007204,0.9256332791075993,0.016093423193121126,True,0.8909354096859142,0.8612781220624884,0.22432701894317048,0.17890625,0.7919788196402112,0.8033540447194633,0.9538093629237516,0.8662714116096726,344,50.0,5699.999999999999
2,0,1,5700.0,0.5,90.0,20363635,20365653,realistic_merfish_cellclass_native,400,344,213,1.2436923540516844,7.4728735892805505,264.9064714130088,31258,0.9385437328044021,0.9229317294772538,0.015612003327148294,True,0.8843274247770384,0.8562404304433909,0.2602811035918792,0.21627231216272313,1.0,0.9702481192350824,0.9702481192350824,0.9800826986240078,344,91.0,5699.999999999999
2,0,2,5700.0,0.5,160.0,20363635,20366662,realistic_merfish_cellclass_native,400,344,213,1.2436923540516844,7.4728735892805505,264.9064714130088,54958,0.9381709669201936,0.923123112194767,0.01504785472542669,True,0.8840117475715364,0.8572059720478301,0.2327839905826957,0.19621301775147929,1.0,1.0,1.0,1.0,344,159.5,5699.999999999999
2,0,3,5700.0,0.5,280.0,20363635,20367671,realistic_merfish_cellclass_native,400,344,213,1.2436923540516844,7.4728735892805505,264.9064714130088,96407,0.9375356561245553,0.9209082328046718,0.016627423319883428,True,0.8827406763929387,0.8533117352216513,0.2286615742278313,0.19855737704918033,1.0,1.0,1.0,1.0,344,281.0,5699.999999999999
2,0,4,5700.0,0.5,500.0,20363635,20368680,realistic_merfish_cellclass_native,400,344,213,1.2436923540516844,7.4728735892805505,264.9064714130088,171591,0.939070230956169,0.9220879882977545,0.016982242658414526,True,0.8853859444876873,0.8548767722455325,0.23462458153993304,0.1978457625850849,1.0,1.0,1.0,1.0,344,498.0,5699.999999999999
2,1,0,5700.0,1.0,50.0,20363652,20364661,realistic_merfish_cellclass_native,400,330,213,1.2436923540516844,7.4728735892805505,264.9064714130088,16648,0.9048534358481499,0.8743392599711677,0.03051417587698224,True,0.8261558780526884,0.7735543747306136,0.3036616161616162,0.2237093690248566,0.9075078116583366,0.6983349158887279,0.6883603439405831,0.7216068636735331,330,50.0,5699.999999999999
2,1,1,5700.0,1.0,90.0,20363652,20365670,realistic_merfish_cellclass_native,400,330,213,1.2436923540516844,7.4728735892805505,264.9064714130088,29653,0.9036859676929822,0.8694904394159108,0.034195528277071396,True,0.8233651620766839,0.7655101125616971,0.31442577030812324,0.2289405684754522,1.0,1.0,1.0,0.7140960335592976,330,89.5,5699.999999999999
2,1,2,5700.0,1.0,160.0,20363652,20366679,realistic_merfish_cellclass_native,400,330,213,1.2436923540516844,7.4728735892805505,264.9064714130088,52583,0.902002548352129,0.8678850579084495,0.03411749044367951,True,0.8207391429104198,0.7631151628113287,0.3141859111197361,0.22614078019288902,1.0,1.0,1.0,1.0,330,159.0,5699.999999999999
2,1,3,5700.0,1.0,280.0,20363652,20367688,realistic_merfish_cellclass_native,400,330,213,1.2436923540516844,7.4728735892805505,264.9064714130088,91827,0.9019351606825879,0.8657475470177617,0.03618761366482626,True,0.8207341724985647,0.7594929910152036,0.3218212104386452,0.23515574302401038,1.0,1.0,1.0,0.9894057671081607,330,278.0,5699.999999999999
2,1,4,5700.0,1.0,500.0,20363652,20368697,realistic_merfish_cellclass_native,400,330,213,1.2436923540516844,7.4728735892805505,264.9064714130088,164875,0.901986353297953,0.8694101592115239,0.03257619408642909,True,0.8201233811105337,0.7652227125558639,0.31794554455445545,0.23510287492452742,1.0,1.0,1.0,1.0,330,498.0,5699.999999999999
2,2,0,5700.0,2.0,50.0,20363669,20364678,realistic_merfish_cellclass_native,400,323,213,1.2436923540516844,7.4728735892805505,264.9064714130088,16051,0.81546321101489,0.7556538533424709,0.05980935767241913,True,0.6806674069179515,0.5952484544741778,0.3359216745442269,0.2447730749617542,0.7294773976394272,0.84653890602566,0.7117684323267215,0.653545847441143,323,49.0,5699.999999999999
2,2,1,5700.0,2.0,90.0,20363669,20365687,realistic_merfish_cellclass_native,400,323,213,1.2436923540516844,7.4728735892805505,264.9064714130088,29130,0.8198077583247512,0.7585650532097494,0.06124270511500174,True,0.6877981902769286,0.5967246436125203,0.36254524671365973,0.26119721313806343,1.0,0.9784670837330386,0.9784670837330386,0.7150021870722818,323,90.0,5699.999999999999
2,2,2,5700.0,2.0,160.0,20363669,20366696,realistic_merfish_cellclass_native,400,323,213,1.2436923540516844,7.4728735892805505,264.9064714130088,51683,0.8153744945146373,0.7563028461970087,0.05907164831762857,True,0.6814375426900113,0.5942726091349082,0.3583106267029973,0.25891226677252877,1.0,1.0,1.0,0.9891973918014261,323,160.0,5699.999999999999
2,2,3,5700.0,2.0,280.0,20363669,20367705,realistic_merfish_cellclass_native,400,323,213,1.2436923540516844,7.4728735892805505,264.9064714130088,90446,0.8206001370983791,0.7612055812307896,0.05939455586758946,True,0.6895154836118556,0.601276349479857,0.35775915197830643,0.25604222613204924,1.0,1.0,1.0,1.0,323,280.0,5699.999999999999
2,2,4,5700.0,2.0,500.0,20363669,20368714,realistic_merfish_cellclass_native,400,323,213,1.2436923540516844,7.4728735892805505,264.9064714130088,162131,0.8186713213389173,0.7577267764955499,0.06094454484336742,True,0.6865236852901799,0.5963215183094293,0.36113473247389366,0.2588085539714868,1.0,1.0,1.0,1.0,323,502.0,5699.999999999999
2,3,0,5700.0,4.0,50.0,20363686,20364695,realistic_merfish_cellclass_native,400,289,213,1.2436923540516844,7.4728735892805505,264.9064714130088,14444,0.6581279423982276,0.5571171420659097,0.10101080033231791,True,0.469924656062091,0.35924162639192025,0.3892264074524099,0.27684852274503674,0.6824204188004723,0.6629506982078108,0.681172692222665,0.408101126623583,289,50.0,5699.999999999999
2,3,1,5700.0,4.0,90.0,20363686,20365704,realistic_merfish_cellclass_native,400,289,213,1.2436923540516844,7.4728735892805505,264.9064714130088,26088,0.6613385464581417,0.5579960134927936,0.10334253296534812,True,0.4762200335206937,0.35892711016157147,0.38788907753254104,0.2681467348885613,0.7105107879332228,0.696004135193744,0.6785190511858028,0.6342147502014418,289,90.0,5699.999999999999
2,3,2,5700.0,4.0,160.0,20363686,20366713,realistic_merfish_cellclass_native,400,289,213,1.2436923540516844,7.4728735892805505,264.9064714130088,46450,0.661270182992465,0.5571582346609257,0.10411194833153925,True,0.4750695275581342,0.35963310602484855,0.3859794076522181,0.26917841516771995,1.0,0.739348441712986,0.739348441712986,0.666913578984333,289,160.0,5699.999999999999
2,3,3,5700.0,4.0,280.0,20363686,20367722,realistic_merfish_cellclass_native,400,289,213,1.2436923540516844,7.4728735892805505,264.9064714130088,80808,0.657991782991783,0.5560588060588061,0.10193297693297687,True,0.470466031579105,0.3578920952927389,0.3894778738647465,0.27387522997156716,1.0,1.0,1.0,0.7466354285757195,289,279.0,5699.999999999999
2,3,4,5700.0,4.0,500.0,20363686,20368731,realistic_merfish_cellclass_native,400,289,213,1.2436923540516844,7.4728735892805505,264.9064714130088,144188,0.6588412350542348,0.556467944627847,0.10237329042638776,True,0.4723945636458395,0.3588543139197394,0.3904779329552154,0.27135976982737053,1.0,1.0,1.0,0.7022503588761395,289,499.0,5699.999999999999
2,4,0,5700.0,8.0,50.0,20363703,20364712,realistic_merfish_cellclass_native,400,236,213,1.2436923540516844,7.4728735892805505,264.9064714130088,11566,0.4253847484004842,0.2796126577900744,0.1457720906104098,True,0.24469161839048398,0.14969085729088463,0.38338850436352695,0.21639462313970234,0.9860028836007958,0.8918067799977122,0.9048906726451051,0.04938619073026621,236,49.0,5699.999999999999
2,4,1,5700.0,8.0,90.0,20363703,20365721,realistic_merfish_cellclass_native,400,236,213,1.2436923540516844,7.4728735892805505,264.9064714130088,21420,0.4261904761904762,0.27950513538748833,0.14668534080298784,True,0.2410973900984799,0.15208576412292948,0.38101049548450083,0.22510205404004408,1.0,1.0,1.0,0.1321347943827817,236,90.0,5699.999999999999
2,4,2,5700.0,8.0,160.0,20363703,20366730,realistic_merfish_cellclass_native,400,236,213,1.2436923540516844,7.4728735892805505,264.9064714130088,37482,0.42423029720932715,0.27989434928765805,0.1443359479216691,True,0.24130398060697456,0.1514356322003309,0.3873314489597331,0.22670519802897263,1.0,1.0,1.0,0.14745405984705612,236,158.0,5699.999999999999
2,4,3,5700.0,8.0,280.0,20363703,20367739,realistic_merfish_cellclass_native,400,236,213,1.2436923540516844,7.4728735892805505,264.9064714130088,66424,0.42450018065759365,0.2800644345417319,0.14443574611586174,True,0.2420462709234691,0.15198403130543328,0.39024773066157425,0.2236674264444491,1.0,1.0,1.0,0.20255936462533636,236,281.0,5699.999999999999
