n_admissible_markers,real_leakage,leakage_ci_lo,leakage_ci_hi,sigma_point_um,sigma_fit_status,sigma_ci_lo_um,sigma_ci_hi_um,pin_packing,density,dense_packing,dense_oracle_point,naive_dense_point,dense_oracle_at_sigma_ci_lo,dense_oracle_at_sigma_ci_hi,sparse_oracle_point,n_boot,dataset,n_candidate,n_admissible,n_loose_total,n_loose_admissible,n_exclusive_total,n_exclusive_admissible,seed
28,0.09388387203216553,0.06760386284440756,0.12498357854783532,1.9902754402671523,ok,1.432679779191982,2.6277409196008414,6534.205806862039,164.0,13625.0,0.7385072642302654,0.6416769324025733,0.8054056094522668,0.6631532810151946,0.8799763208524493,2000,breast,38,28,12,7,8,7,20760618
