nb_dispersion_median,real_spatial_leakage_mean,sigma_poisson_um,sigma_nbinom_um,sigma_shift_um,dense_oracle_poisson,dense_oracle_nbinom,dense_oracle_shift,dense_naive_nbinom,sparse_oracle_poisson,sparse_oracle_nbinom,nb_frontier_oracle_min,nb_frontier_oracle_max,nb_frontier_mono_viol_sigma,nb_frontier_mono_viol_packing,nb_frontier_oracle_ge_naive_all,nb_frontier_min_gap,dense_packing,seed
4.191045641899109,0.06790682149585336,1.5714524799311458,1.6705350778277381,0.09908259789659235,0.7953216374269005,0.7791845988318475,-0.016137038595053,0.6953773439901629,0.9052782474454164,0.9035273497407434,0.2666551724137931,0.9296582334664891,0,0,True,0.024962272525521523,13625.0,20680618
