n_admissible_markers,real_leakage,leakage_ci_lo,leakage_ci_hi,sigma_point_um,sigma_fit_status,sigma_ci_lo_um,sigma_ci_hi_um,pin_packing,density,dense_packing,dense_oracle_point,naive_dense_point,dense_oracle_at_sigma_ci_lo,dense_oracle_at_sigma_ci_hi,sparse_oracle_point,n_boot,dataset,n_candidate,n_admissible,n_loose_total,n_loose_admissible,n_exclusive_total,n_exclusive_admissible,seed
31,0.08572693914175034,0.07109105214476585,0.10281817130744453,1.828751776499658,ok,1.6210952915074934,2.078658665207847,7284.744339512731,132.0,13625.0,0.7669026116670735,0.671637783744203,0.7958894911026908,0.7456450359676167,0.899169305612924,2000,lung,32,31,5,5,15,15,20780618
